Sample,CZ.1,CZ.2,CZ.3,CL1.1,CL1.2,CL1.3
"neg_5023_2-[(5-methylfuran-2-yl)methylidene]-6-[(3-phenylprop-2-en-1-yl)oxy]-2,3-dihydro-1-benzofuran-3-one",0.0193,0.0267,0.0173,0.0129,0.0196,0.0101
"neg_404_3,4-Methylenedioxybenzaldehyde",0.0065,0.0037,0.0079,0.0051,0.005,0.0018
"neg_4041_methyl 13,15-epidioxy-12-hydroperoxy-9Z,16E-octadecadienoate",0.1123,0.0986,0.4543,0.0469,0.0498,0.0606
neg_4049_UNPD161140,1.4433,1.3546,1.3392,0.7636,0.4708,0.6971
"neg_4065_5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone",0.0071,0.0506,0.0018,0.0034,0.0016,0.0028
"neg_4063_5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone",0.0068,0.0177,0.0143,0.0094,0.0043,0.0093
"neg_4066_5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone",0.0095,0.037,0.0029,0.0104,0.0052,0.0092
"neg_4074_N1-(5-Phospho-a-D-ribosyl)-5,6-dimethylbenzimidazole",0.0476,0.0386,0.0856,0.0254,0.0058,0.0349
"neg_4075_N1-(5-Phospho-a-D-ribosyl)-5,6-dimethylbenzimidazole",0.1255,0.1209,0.0638,0.0503,0.019,0.1214
"neg_4076_5-Hydroxy-3',4',7,8-tetramethoxyflavone",0.0353,0.0405,0.0258,0.1391,0.0289,0.1278
neg_4095_,0.771,0.8174,0.7264,0.248,0.216,0.2914
"pos_5217_N-[1-(3,4-dihydro-1H-2-benzopyran-1-yl)ethyl]-3-phenylprop-2-enamide",0.0268,0.0201,0.0134,0.0688,0.039,0.0475
"neg_4109_methyl 1-{6-cyclopropaneamido-hexahydrofuro[3,2-b]furan-3-yl}-1H-1,2,3-triazole-4-carboxylate",0.1183,0.126,0.0222,0.0162,0.0671,0.006
neg_4110_Rosmarinic acid,0.0128,0.0139,0,0.0097,0.0086,0.003
neg_4115_Glucosyringic acid;Syringin 4-O-beta-glucoside,0.1212,0.0573,0.0604,0.0254,0.0192,0.0196
pos_5466_p-Hydroxyphenethyl trans-ferulate,0.0785,0.0803,0.0776,0.2981,0.7997,0.0502
neg_4118_Gibberellin A59,0.0107,0.012,0.0121,0.0072,0.0057,0.0095
"neg_4729_(3S,5R,6S,7E,9x)-7-Megastigmene-3,6,9-triol 9-glucoside",0.0221,0.0303,0.0418,0.1302,0.1001,0.1453
neg_4136_ascr#22,0.0366,0.0979,0.3621,0.0246,0.0122,0.0299
neg_4137_oscr#22,0.1818,0.2434,0.4047,0.0056,0.0083,0.0107
neg_4140_UNPD91747,0.4995,0.3242,0.3284,0.0273,0.0169,0.0329
neg_4149_Flagranone B,0.0331,0.0565,0.0098,0.0062,0.014,0.005
neg_415_Benzyl acetate,0.0739,0.3199,0.0753,0.0354,0.0328,0.033
"neg_4150_5,7,3'-Trihydroxy-6,4',5'-trimethoxyflavanone",0.0405,0.1282,0.0085,0.1469,0.0525,0.1004
"neg_4153_5,7,3'-Trihydroxy-6,4',5'-trimethoxyflavanone",0.1365,0.1962,0.0477,0.126,0.0894,0.095
neg_992_Monobenzone,0.0372,0.0286,0.0028,0.0151,0.0207,0.0124
neg_4159_Gibberellin A87,0.0105,0.0146,0.0126,0.0157,0.0077,0.0134
neg_4163_Cibaric acid,0.0135,0.0069,0.008,0.0533,0.0917,0.0411
neg_4167_JBIR-57,0.0153,0.0278,8.00E-04,0.0168,0.0121,0.0194
neg_903_trans-Ferulic acid,0.0469,0.0966,0.0298,0.0516,0.021,0.0301
neg_5409_Citroside A,0.3518,0.4318,0.5446,0.238,0.183,0.1694
neg_4185_Justicidin B,0.0014,0,0.0126,0.0017,0.0024,0.0022
neg_4194_Gibberellin A97,0,0.0033,0.0047,0.2069,0.096,0.1446
pos_7340_Pyxidicycline A,0.1283,0.089,0.0329,0.001,0.0013,0
neg_4228_Diacetoxyscirpenol,0.0179,0.0038,0.0157,0.1179,0.0334,0.1535
pos_6642_Corchorifatty acid F,0.3488,0.1585,0.1337,0.2993,0.3699,0.315
neg_4231_20-Carboxy-leukotriene B4,0.0197,0.0245,0.0377,2.9587,1.752,1.4048
neg_4235_20-Carboxy-leukotriene B4,0.0609,0.0385,0.0561,1.5825,1.1486,1.1286
neg_4236_Sporotrichiol,0.0132,0.0138,0.0216,0.2925,0.0906,0.1722
neg_4250_Officinoic acid B,0.4569,0.9976,0.9528,1.1962,0.441,1.0748
"neg_4254_ethyl 5-hydroxy-7-methyl-4-oxo-3-(1,3-thiazol-4-yl)-4H-chromene-2-carboxylate",0.0268,0.0193,0.0032,0,0,0.0016
neg_4260_,0.0073,0.0049,0.0059,0.0022,0.0015,0.009
"neg_4261_5-imino-6-[[5-(phenylmethylthio)-2-furanyl]methylidene]-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one",0,0.0096,0.0221,0,0,0.0019
pos_7886_Sucrose,0.0211,0.0177,0.0146,0.1465,0.1943,0.0726
neg_4270_UNPD123250,0.0082,0.002,0.0169,0.1097,0.1402,0.0621
neg_4271_UNPD67246,0.0718,0.0297,0.1506,0.6646,0.425,0.3887
pos_8079_UNPD123250,0.0203,0.0146,0.0188,0.2814,0.2968,0.2386
"neg_4275_N-(2,3-dihydroxy-4-{[4-(methoxymethyl)-1H-1,2,3-triazol-1-yl]methyl}cyclopentyl)benzamide",0.0078,0.0056,0.007,0.2712,0.1133,0.2169
neg_4276_(2S)-2-Butanol O-[b-D-Apiofuranosyl-(1->6)-b-D-glucopyranoside],0.7109,0.6362,0.6474,0.1192,0.099,0.0927
neg_4277_(2S)-2-Butanol O-[b-D-Apiofuranosyl-(1->6)-b-D-glucopyranoside],0.2645,0.197,0.3537,0.0399,0.0315,0.0456
"neg_4286_tricyclo[12.8.1.0??,??]tricosa-1(22),14,16,18,20-pentaen-23-one",0.0178,0.0182,0.0168,0.0099,0.0078,0.0092
neg_4303_Glycyrrhizaflavonol A,0.1861,0.1941,0.0504,0.0274,0.0295,0.0316
neg_4306_Torasemide,0.0138,0.0107,0.0035,0.0094,0.0132,0.0118
"pos_8295_Cellulose, microcrystalline",0.046,0.0423,0.0808,0.0827,0.1161,0.0652
neg_4309_UNPD171149,0.1152,0.0711,0.2265,0.231,0.1079,0.126
neg_431_Vanillin,0.1041,0.1324,0.0987,0.134,0.0661,0.1593
"neg_4311_1beta,6alpha-dihydroxy-8-alpha-(3'-hydroxy-isobutanoyloxy)-11-carboxymethyl-eudesm-11(13)-en-4-one",0.0158,0.015,0.0124,0.1032,0.0718,0.0811
"neg_4316_10,11-dihydro-20-dihydroxy-LTB4",0.0562,0.0707,0.0455,0.0021,0.0024,0.0086
neg_4317_6-Keto-prostaglandin F1a,0.1037,0.1267,0.1141,0.0756,0.0587,0.0846
neg_4328_Dioctyl hexanedioate,1.8343,2.5825,1.5811,1.8528,1.1566,1.7116
"neg_437_3,4-Dihydroxyphenylglycol",0.3096,0.4229,0.3611,0.2013,0.1877,0.2064
neg_4342_Demethyl UK-1,0.1543,0.2715,0.3918,0.1201,0.1274,0.1422
neg_4343_Quercetin 3'-isobutyrate,0.0072,0.0166,0.008,0.0054,0.0015,0.0026
pos_7603_Homoeriodictyol 4'-isobutyrate,0.8123,0.8624,0.0404,0.1096,0.0843,0.1436
neg_4349_Sesamolinol,0.0186,0.03,0.0233,0.0312,0.023,0.0302
neg_4363_thromboxane B1,0.532,0.3209,0.4257,0.1728,0.1627,0.1503
neg_4365_oscr#23,0.2646,0.3209,0.3944,0.1716,0.1016,0.1503
neg_4375_Gossypetin 7-methyl ether 8-acetate,0.0068,0.0115,0.0043,0,0.0024,0.0052
"neg_5532_N-(cyanomethyl)-3-(6-hydroxy-2H-1,3-benzodioxol-5-yl)-3-(4-oxo-4H-chromen-3-yl)propanamide",0.5581,0.5284,0.1317,0.1836,0.0915,0.1253
neg_4381_Casticin,0.0162,0.0145,0.0037,0.0094,0.0056,0.0033
neg_4382_UNPD81767,0.011,0.0146,0.0134,0.0124,0.0054,0.0065
neg_490_Pelargonic acid,0.0702,0.0591,0.0713,0.1181,0.0932,0.1437
neg_4384_UNPD81767,0.0154,0.0366,0.0057,0.022,0.0051,0.0428
"neg_4385_2-{1-[2-(4-methoxyphenyl)ethyl]-2,5-dioxoimidazolidin-4-yl}-N-(1,3-thiazol-2-yl)acetamide",0.0078,0.0249,0.0107,0.0155,0.0101,0.0397
"neg_4395_5-(5-{1-[(4-methoxyphenyl)methyl]pyrrolidin-2-yl}-1,2,4-oxadiazol-3-yl)pyrimidin-4-amine",0.1134,0.096,0.0322,0.078,0.0937,0.0878
neg_4396_Fentanyl,0.2068,0.1289,0.1386,0.0204,0.0214,0.0214
"neg_4397_4-[2-({methyl[(pyridin-3-yl)methyl]amino}methyl)-1,3-thiazol-4-yl]-1-(oxetan-3-yl)piperidin-4-ol",1.1595,0.3937,0.306,0.0337,0.0504,0.0927
neg_4405_Tsangane L 3-glucoside,0.0424,0.0359,0.0326,0.0437,0.0514,0.0507
"pos_7501_(cyclopropylmethyl)({[4-({3H-imidazo[4,5-c]pyridin-2-yl}methyl)-3-methyl-6-(propan-2-yl)cyclohex-2-en-1-yl]methyl})amine",0.0398,0.0367,0.0257,0.0612,0.0744,0.042
"neg_4432_4-Hydroxy-2,3,9-trimethoxypterocarpan",0.0259,0.0068,0,0.048,0.0418,0.0271
neg_4459_,0.0306,0.0139,0,0.0268,0.0795,0.014
"neg_4461_2,12-dimethoxy-7,17-dioxapentacyclo[11.7.0.0?,??.0?,?.0??,??]icosa-1,3,5(9),10,12,14,19-heptaene-6,8,16,18-tetrone",4.00E-04,0,0.014,0.0055,0.0037,0.005
"neg_4470_2-quinolinecarboxylic acid (4-oxo-1,2,3-benzotriazin-3-yl)methyl ester",0.0312,0.0453,0.0232,0.0231,0.0131,0.0167
"neg_4471_methyl 1-{6-[2-(thiophen-2-yl)acetamido]-hexahydrofuro[3,2-b]furan-3-yl}-1H-1,2,3-triazole-4-carboxylate",0.0165,0.0271,0.025,0.0558,0.0771,0.0758
neg_4473_Millettone,0.0447,0.0195,0.0116,0.0269,0.0407,0.023
pos_8581_Gibberellin A17,0.089,0.1443,0.0835,0.1208,0.074,0.0753
"pos_10176_3-(1,1-Dimethylallyl)scopoletin 7-glucoside",0.0582,0.0764,0.2864,0.2838,0.3139,0.2363
"neg_4478_3-[(5-{[benzyl(methyl)amino]methyl}-1,2-oxazol-3-yl)methyl]-N-[(pyridin-3-yl)methyl]oxetan-3-amine",0.0692,0.0974,0.1201,0.0534,0.0397,0.0614
"neg_4483_1-cyclobutanecarbonyl-4-{2-[(4-methylpiperazin-1-yl)methyl]-1,3-thiazol-4-yl}piperidin-4-ol",0.1522,0.106,0.1851,0.0429,0.0185,0.0305
"pos_7925_2-{1-methanesulfonyl-3-[(6-methoxy-1H-1,3-benzodiazol-2-yl)methyl]piperidin-4-yl}acetic acid",0.0174,0.0117,0.0271,0.0109,0.0471,0.0025
neg_4498_Seneciphylline,0.0657,0.0554,0.027,0.0421,0.027,0.0273
"pos_1602_10beta-12,13-Dinor-8-oxo-6-eremophilen-11-al",0.0665,0.0852,0.0909,0.0447,0.0443,0.045
neg_450_,0.1209,0.1066,0.0432,0.0519,0.0593,0.0491
"neg_4504_methyl 2-({6-[5-(pyrimidin-2-ylsulfanyl)-1H-1,2,3,4-tetrazol-1-yl]-hexahydrofuro[3,2-b]furan-3-yl}oxy)acetate",0.0083,0.0032,0.0086,9.00E-04,0.0063,0.0012
"neg_4508_4-methoxy-3-{11-oxo-1,8,10-triazatricyclo[7.4.0.0?,?]trideca-2,4,6,8-tetraene-13-amido}benzoic acid",0.018,0.0186,0.0206,0.0166,0.0633,0.0114
"neg_4509_4-methoxy-3-{11-oxo-1,8,10-triazatricyclo[7.4.0.0?,?]trideca-2,4,6,8-tetraene-13-amido}benzoic acid",0.0156,0.0223,0.0188,0.0136,0.057,0.0058
neg_451_Fosamine,0.0524,0.0734,0.0391,0.0519,0.0266,0.0516
neg_4515_Prenyl arabinosyl-(1->6)-glucoside,0.6208,0.5611,0.8676,0.1011,0.2444,0.068
neg_4516_Cinncassiol C,0.0283,0.0056,0.0128,0.2833,0.158,0.2637
pos_7902_Cinncassiol C,0.0124,0.0107,0.0151,0.069,0.0549,0.0661
neg_4532_UNPD10180,0.0707,0.1111,0.0278,1.6511,1.438,1.0741
neg_5927_Calicoferol G;(-)-Calicoferol G,0.1329,0.1567,0.1454,1.6381,0.324,1.8437
neg_4535_Persin,0.018,0.0126,0.0239,0.0201,0.0202,0.0251
neg_4539_,0.0083,0.0107,0.0123,0.0018,0.0047,0
"neg_4542_5-imino-2-methyl-6-[[5-(phenylmethylthio)-2-furanyl]methylidene]-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one",0.0015,0,0,0.0123,0.0424,0.0109
neg_4546_Chrysoqueen,0.0038,0.0017,0.0039,0.0119,0.0034,0.0021
neg_4550_2-methoxy-17beta-estradiol 3-sulfate,0.0405,0.034,0.06,0.1815,0.1185,0.0908
"neg_4551_2-{[3,5-dihydroxy-2-(hydroxymethyl)-6-(prop-2-en-1-yloxy)oxan-4-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",0.0327,0.0249,0.0569,0.2823,0.18,0.1674
"neg_4554_1,2,10-Trihydroxydihydro-trans-linalyl oxide 7-O-beta-D-glucopyranoside",0.0204,0.0226,0.0277,0.0097,0.0207,0.0114
"neg_4555_1,2,10-Trihydroxydihydro-trans-linalyl oxide 7-O-beta-D-glucopyranoside",2.2309,2.0213,2.5387,0.0847,0.0912,0.0783
pos_8721_T2 Triol,0.0198,0.0167,0.022,0.3878,0.4179,0.407
neg_4557_T2 Triol,0.0089,0.0178,0.0171,0.4971,0.4759,0.3841
neg_4558_T2 Triol,0.0041,0.0058,0.0151,0.3437,0.2228,0.2395
neg_4566_tetrofosmin,0.7664,0.5183,0.5065,0.1947,0.2386,0.2055
neg_457_Protocatechuic acid; LC-ESI-QTOF; MS2; CE,0.5391,0.7116,0.5883,0.5112,0.4352,0.4758
neg_4571_,0.0346,0.0189,0.0538,1.5761,1.0531,1.7741
"neg_4572_MG(0:0/20:2(11Z,14Z)/0:0)",0.0434,0.0448,0.0318,1.0739,0.9778,0.7805
neg_928_Galactonic acid,0.0536,0.0235,0.0682,0.1546,0.0401,0.0442
"neg_4580_5,6-Dimethoxysterigmatocystin",0.0024,0.0126,9.00E-04,0.0031,0.003,0.0093
"neg_4581_5,6-Dimethoxysterigmatocystin",0.072,0.1129,0.0428,0.0411,0.0282,0.0602
"pos_9554_13-[(4-methoxyphenoxy)methyl]-5,9,16-trimethyl-3-oxa-12-thia-14-azatetracyclo[7.7.0.0?,?.0??,??]hexadeca-11(15),13-dien-4-one",0.0323,0.0249,0.0605,0.0595,0.0771,0.0501
neg_459_Unknown (carbon number 7); PlaSMA ID-110,0.1761,0.2163,0.0391,0.1103,0.1015,0.0933
"pos_8794_2,3-Butanediol apiosylglucoside",0.1253,0.1394,0.1345,0.1213,0.0726,0.1087
"neg_4595_2,3-Butanediol apiosylglucoside",0.3182,0.1957,0.4374,0.227,0.0586,0.1452
neg_4600_Cinnzeylanol,0.0088,0.0035,0.0153,1.0697,0.9304,0.3542
pos_8805_Cinnzeylanol,0.0056,0.0109,0.0173,0.6928,0.5916,0.4305
"neg_4608_5,6-DHET",0.5664,0.9645,2.0375,1.055,0.8918,0.8496
neg_4628_Cleomiscosin A,0.0178,0.0506,0.0182,0.1045,0.028,0.1122
pos_8901_6-deoxyerythronolide B,0.1212,0.1129,0.17,0.1819,0.2133,0.1379
neg_4661_,0.1081,0.077,0.1121,0.0356,0.0213,0.0766
neg_4667_Urolithin B 3-O-glucuronide,0.0647,0.0591,0.2559,1.1238,0.2162,0.3102
"neg_4677_2-(6,7-dimethoxy-2-methyl-4-oxo-3,4-dihydroquinazolin-3-yl)-N-[2-(1,3-thiazol-2-yl)ethyl]acetamide",0.0111,0.0129,0.0023,0.0081,0.0063,0.0106
neg_4679_Calomelanol D-1,0.019,0.0238,0.0105,0.0302,0.059,0.0297
neg_4688_17-Hydroxymethylethisterone,0.1479,0.0611,0.0357,0.1903,0.2084,0.1837
neg_4696_icosanedioic acid,0.0739,0.0718,0.0638,0.3372,0.2503,0.3234
neg_470_2-Nonenoic acid gamma-lactone,0.0595,0.0844,0.0364,0.0294,0.025,0.0431
"neg_4709_5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,6,8-trimethoxy-4H-chromen-4-one",0.0041,0.0163,0.0117,0.0098,0.0072,0.0072
"neg_4716_6-amino-3-butyl-4-(7-methoxy-2H-1,3-benzodioxol-5-yl)-2H,4H-pyrano[2,3-c]pyrazole-5-carbonitrile",0.0016,0,0.0062,0.0075,0.0121,0.0273
pos_15443_Baccatin III;(-)-Baccatin III,0.141,0.1853,0.1139,0.0819,0.0446,0.0681
neg_4733_Digoxigenin,0.0379,0.1097,0.5108,0.8844,0.0393,0.1103
neg_4736_N-(3-methoxypropyl)-3-(2-methylpropyl)-N-[(octahydro-1H-quinolizin-1-yl)methyl]-1H-pyrazole-5-carboxamide,0.0025,0.0163,0.0236,0.0231,0.0113,0.0251
"neg_4741_6-{[4-(1-hydroxycyclohexyl)-1H-1,2,3-triazol-1-yl]methyl}-N-(2-methoxyethyl)-1-azabicyclo[2.2.2]octane-3-carboxamide",0.2786,0.2336,0.6631,0.0019,0.0036,0.0031
"neg_4744_4-[[[4-(2-furanylmethyl)-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]thio]methyl]benzonitrile",0.0086,0.0217,0.0101,0.0388,0.0215,0.0272
neg_942_Cis-stilbene oxide,0.2099,0.3172,0.2031,0.0127,0.0105,0.0209
neg_6130_Methotrexate,0.0238,0.0238,0.0269,0.0065,0.0097,0.0132
neg_4763_3-cyclohexyl-2-{[1-(thiophene-2-carbonyl)piperazin-2-yl]formamido}propanamide,0.2678,0.1488,0.1558,0.038,0.0325,0.0318
pos_8056_(+)-Calycanthine,0.0236,0.0206,0.0349,0.0567,0.058,0.0639
neg_4767_Dihydrofukinolide,0.0428,0.04,0.0535,0.0347,0.0323,0.032
neg_4768_Dihydrofukinolide,0.0683,0.0367,0.0069,0.0303,0.0447,0.0335
neg_4777_,0.018,0.022,0.017,0.5272,0.2221,0.5061
neg_4808_UNPD192125,1.0192,0.5956,1.3026,0.6046,0.4804,0.5016
"neg_4787_5-{1-hydroxy-2-[(4-methylbenzenesulfonyl)oxy]ethyl}-3,4-dimethoxy-2,5-dihydrofuran-2-one",0,0.0197,0.0174,0.737,0.01,0.2962
"pos_14628_[(1R)-1-(hydroxymethyl)-7-methoxy-1'-(4-methoxyphenyl)sulfonyl-9-methyl-2-spiro[1,3-dihydropyrido[3,4-b]indole-4,3'-azetidine]yl]-(3-pyridinyl)methanone",0.0099,0.0056,0.0082,0.3177,0.2195,0.3958
neg_4798_1-(3-Methyl-2-butenoyl)-6-apiosylglucose,0.3458,0.2902,0.2217,1.6176,1.6172,1.183
neg_5671_1-[2-(diphenylmethyl)oxyethyl]-4-(3-phenylprop-2-enyl)piperazine,1.3982,0.83,0.4351,0.6578,0.9073,0.6778
"neg_4809_1-methyl-N-(oxan-4-yl)-2-oxo-8-{[(1,3-thiazol-2-yl)methyl]amino}azonane-4-carboxamide",1.0073,0.4954,0.5983,0.0425,0.0317,0.0564
"neg_4810_1-methyl-N-(oxan-4-yl)-2-oxo-8-{[(1,3-thiazol-2-yl)methyl]amino}azonane-4-carboxamide",1.9597,0.5715,0.751,0.0832,0.0572,0.0892
"pos_6755_11b,21-Dihydroxy-5b-pregnane-3,20-dione",0.2373,0.1502,0.287,0.2838,0.3569,0.2527
neg_4829_,0.0197,0.0342,0.0181,0.0411,0.033,0.0212
neg_483_Suberic acid,0.2247,0.5628,0.1231,0.0729,0.0693,0.1338
neg_4832_UNPD86858,0.0024,0.0047,0,0.0163,0.0272,0.0121
neg_4833_UNPD53423,0.0012,0.0069,0.0045,0.1148,0.1803,0.0569
neg_4835_UNPD53423,0.0051,0.0032,0.0076,0.04,0.0826,0.0458
neg_4836_bensulfuron,0.002,0.0082,0.0102,0.0056,0.0093,0.0124
neg_4841_UNPD87646,0.0136,0.0152,0.0017,0.0067,0.0103,0.0113
"pos_8437_Methyl (3x,4E,10R)-3,10-dihydroxy-4,11-dodecadiene-6,8-diynoate 10-glucoside",0.3216,0.3381,0.1848,0.0125,0.0157,0.0258
neg_4847_(3R)-Npp,0.4016,0.1328,0.0497,0.0043,0.0051,0.0083
neg_4849_1-(3-Methylbutanoyl)-6-apiosylglucose,0.6392,0.6999,0.763,1.346,0.6769,0.68
pos_6145_Alatolide,0.166,0.1629,0.0918,0.1909,0.1968,0.2211
neg_4858_1-Hexanol arabinosylglucoside,0.1081,0.1104,0.1012,0.0346,0.0339,0.0334
"neg_4859_(1R,2R,4S)-p-Menthane-1,2,8-triol 8-glucoside",0.0622,0.0458,0.0844,0.045,0.0133,0.0434
neg_486_4-Hydroxynonenal,0.0104,0.0142,0.008,0.0139,0.0081,0.0167
neg_4871_oscr#29,0.0437,0.105,0.0439,0.0207,0.022,0.0164
"neg_4873_3,4-Dimethyl-5-pentyl-2-furanundecanoic acid",0.0351,0.0347,0.0466,1.9542,0.6092,1.5017
pos_9179_Cis-7-tetradecenoyl-D-asparagine,0.2891,0.2741,0.1111,0.1253,0.0754,0.1188
"neg_4891_N-{1-methyl-5-[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-yl}benzenesulfonamide",0.01,0.0091,0.0094,0.0475,0.068,0.0336
neg_4896_9-deoxyhymatoxin A,0.0264,0.0181,0.0081,0.0019,0.0034,0.0107
neg_4902_3'-Hydroxy-T2-triol,0.0063,0.016,0.0084,0.5112,0.206,0.3223
neg_4903_Cinncassiol E,0.0111,0.0118,0.013,0.354,0.3616,0.3186
"neg_5664_4-(2-{5-[(cyclobutylamino)methyl]-6-hydroxy-hexahydrofuro[3,2-b]furan-2-yl}acetyl)-1??-thiomorpholine-1,1-dione",0.0156,0.0164,0.0106,0.2149,0.162,0.2101
neg_5665_3'-Hydroxy-T2-triol,0.0085,0.0042,0.0092,0.1348,0.1256,0.094
"pos_6219_Methyl (9Z)-8'-oxo-6,8'-diapo-6-carotenoate",0.01,0.0156,0.0015,0.0576,0.1505,0.0741
pos_12670_Costunolide,1.3836,1.4063,0.5867,0.7215,0.8535,0.6201
pos_7255_Neorustmicin B,0.3122,0.2576,0.1747,0.2287,0.2307,0.2458
neg_4917_Ligantrol monoacetate,2.441,3.5574,3.1839,4.2764,3.3589,5.0072
neg_4918_,0.5793,0.8428,0.4374,1.3385,0.839,1.1875
"neg_4936_5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone-4'-O-glucuronide",0,0,0,0,0,7.00E-04
neg_895_Galacturonic acid,0.0028,0.0034,0.0037,0.0052,0.0066,0.0032
"pos_8596_5-methyl-2-(2,4,4,7-tetramethyl-3,4-dihydro-2H-1-benzopyran-2-yl)phenyl benzoate",0.0286,0.0469,0.0324,0.206,0.1541,0.1684
neg_4948_Cincassiol B,0.0057,0.0044,0.0085,0.3982,0.3355,0.2548
neg_4949_Cincassiol B,0.0045,0,0.0037,0.5231,0.5087,0.3314
"neg_4952_methyl({[3-methyl-6-(propan-2-yl)-4-{[5-(pyridin-3-yl)-1,3,4-oxadiazol-2-yl]methyl}cyclohex-2-en-1-yl]methyl})(prop-2-yn-1-yl)amine",0.0273,0.012,0.0096,0.027,0.1115,0.0257
neg_4955_,0.0102,0.0055,0.0273,0.2228,0.0216,0.0036
neg_4968_Acoridine,0.0115,0.0332,0.014,0.0312,0.0242,0.0259
neg_4977_Shoyuflavone B,0.0084,0.0124,0,4.00E-04,0.0016,0.0026
neg_598_(S)-Oleuropeic acid,0.0184,0.0221,0.0425,0.0106,0.0068,0.0079
neg_6169_Armillane,0.0165,0.0186,0.0104,0.0043,0.0058,0
pos_7398_Lucidone A,0.0341,0.0376,0.0395,0.5074,1.1682,0.8368
pos_7047_Prostaglandin F1a,0.0281,0.0349,0.032,0.0088,0.007,0.0129
neg_6248_Glycitein 4'-O-glucuronide,0.0076,0.0101,0.0131,0.0018,0.0043,0.004
neg_5013_N-(2-methoxyethyl)-1-methyl-8-{[(1-methyl-1H-imidazol-2-yl)methyl]amino}-2-oxoazonane-4-carboxamide,0.019,0.0132,0.016,0.015,0.0052,0.1916
neg_5020_Licoricone,0.0527,0.0757,0.0322,0.07,0.084,0.0564
neg_5021_Saptomycin A,0.137,0.2271,0.0379,0.2732,0.2414,0.2355
pos_7972_Glycyrin,0.1646,0.1355,0.2908,0.0201,0.0155,0.0156
pos_9496_Oleoside 11-methyl ester,0.0166,0.0155,0.0351,0.0163,0.0158,0.0177
neg_5033_Pisumionoside,0.0464,0.0427,0.0372,0.4252,0.316,0.3294
neg_5034_Pisumionoside,0.0459,0.0332,0.0346,0.3747,0.2846,0.2631
neg_5039_CNP0437389,0.1702,0.0168,0.4772,0.0294,0.0828,0.0246
neg_5041_3-ethyl-4-({[2-(morpholin-4-yl)ethyl]carbamoyl}methyl)-N-(propan-2-yl)piperidine-1-carboxamide,0.0241,0.0106,0.0205,0.02,0.0352,0.0283
neg_5046_Aureosurfactin,0.1291,0.0727,0.1253,0.1082,0.0597,0.0672
neg_9620_UNPD9324,0.0198,0.0153,0.0149,0.3494,0.1845,0.2803
neg_5052_1-O-p-Coumaroyl-(b-D-glucose 6-O-sulfate),0.0083,0.0168,0.0051,0.0069,0,0.0042
neg_5057_Rotenonone,0.0599,0.0182,0.0177,0.0526,0.0865,0.0577
neg_5062_Ochrocarpin C,0.0384,0.0304,0.0337,0.1023,0.0942,0.0585
"neg_5063_6-hydroxy-5-{6-methoxy-1H,2H,3H,4H,9H-pyrido[3,4-b]indol-1-yl}-3-(propan-2-yl)-1,2,3,4-tetrahydropyrimidine-2,4-dione",0.0127,0.0117,0.0057,0.0118,0.0128,0.0084
"neg_5073_1-cyclohexyl-N-phenyl-hexahydro-1'H-spiro[azetidine-3,6'-pyrazino[2,1-c][1,4]oxazine]-8'-carboxamide",0.0237,0.0505,0.0427,0.0956,0.0543,0.0977
"neg_5085_2-[(5,6-dithiophen-2-yl-1,2,4-triazin-3-yl)oxy]-N-methyl-N-phenylacetamide",0.0061,0.0072,0,0.0134,0.0054,0.0182
"neg_5086_2-[(5,6-dithiophen-2-yl-1,2,4-triazin-3-yl)oxy]-N-methyl-N-phenylacetamide",0.0078,0.0103,8.00E-04,0.0081,0.009,0.0059
neg_509_L-2-Amino-4-methylenepentanedioic acid,0.0038,0.0043,0.0026,0.0503,0.0896,0.0346
"neg_5093_3,4,5-trihydroxy-6-{[1-hydroxy-1-(1-oxo-1H-isochromen-3-yl)but-3-en-2-yl]oxy}oxane-2-carboxylic acid",0.003,0.0011,7.00E-04,0.0053,0.0022,0.0012
neg_5094_4-Methoxybenzenepropanol 1-(2-sulfoglucoside),0.0079,0.0077,0.0093,0.0206,0.0241,0.0386
"neg_5099_6',7'-Dihydroxybergamottin",0.0958,0.1524,0.1127,0.0041,0.0021,0.0029
neg_510_Oxoadipic acid,0.0434,0.0472,0.0823,0.2497,0.136,0.3751
neg_5100_Fellutanine A,0.0429,0.094,0.0601,0.003,0.0015,0.0028
"neg_5104_N-[(2R,3R,6S)-2-(hydroxymethyl)-6-[2-oxo-2-(2-thiazolylamino)ethyl]-3,6-dihydro-2H-pyran-3-yl]-3-(1-piperidinyl)propanamide",0.617,0.2717,0.3664,0.2252,0.2492,0.136
neg_5105_CNP0429068,0.2943,0.2186,0.2398,0.1392,0.1601,0.1129
