cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,Chow..1,Chow..2,Chow..3,Chow..4,Chow..5,Chow..6,Chow..7,Chow..8,Chow..9,Chow..10,Chow..11,Chow..12,Chow..13,Chow..14,Chow..15,Chow..16,Chow..17,Chow..18,Chow..19,Chow..20,Chow..21,Blank.1,Blank.2,Blank.3,High.Fat..1,High.Fat..2,High.Fat..3,High.Fat..4,High.Fat..5,High.Fat..6,High.Fat..7,High.Fat..8,High.Fat..9,High.Fat..10,High.Fat..11,High.Fat..12,High.Fat..13,High.Fat..14,High.Fat..15,High.Fat..16,High.Fat..17,High.Fat..18,QC.1,QC.2,QC.3,QC.4,QC.5,QC.6,QC.7,MS.MS.spectrum
1079,neg_3032,Simple ID,,2,neg,3032,12.327,493.46298,[M-H]-,generic,C32H62O3,UNPD104295,4.2989,4.2989,Unknown,3,15,493.463,[M-H]-,494.469895844,-0.0003806,2.826,Fatty alcohols,GGLVMKYMLYCFPC-HNSDRLSHNA-N,O=C(C)CCCCCCCCC(O)CC(=O)CCCCCCCCCCCCCCCCCCC,"UNPD=UNPD104295,COCONUT=CNP0201966",0.0056,0.005,0.006,0.0062,0.0061,0.0065,0.0078,0.0075,0.0074,0.0064,0.0069,0.006,0.0096,0.0065,0.0083,0.0129,0.0104,0.0087,0.0215,0.0093,0.0185,0.0777,0.0837,0.0834,0.2286,0.2208,0.2411,0.2054,0.2157,0.2046,0.3196,0.3286,0.3207,0.2953,0.3093,0.3119,0.4694,0.4386,0.4594,0.636,0.6776,0.6629,0.0721,0.0744,0.0725,0.0758,0.0744,0.0713,0.075,50.22868:21 64.12379:16 93.57565:114 106.7439:18 131.93489:25 211.22336:26 268.00726:34 412.99673:14 414.67242:40 483.60349:126 483.64969:12 490.41837:67 491.42969:25 493.2966:20 493.46375:1300
1080,neg_3040,Simple ID,,1,neg,3040,15.387,493.4996,[M-H]-,generic,C33H66O2,Psyllic acid,4.6982,4.6982,Unknown,3,9,493.4996,[M-H]-,494.506281352,-0.0005951,2.972,Very long-chain fatty acids,HQRWEDFDJHDPJC-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,"LipidMAPS=LMFA01010033,UNPD=UNPD43182,BLEXP=BLEXPDB00000181572,COCONUT=CNP0106146",0.0291,0.0309,0.0288,0.0377,0.0337,0.0389,0.0263,0.0228,0.0282,0.0213,0.0218,0.0216,0.0283,0.0287,0.0274,0.0385,0.0444,0.0428,0.0312,0.0376,0.0383,2.5797,1.8038,1.8117,0.0324,0.0298,0.0291,0.0277,0.0281,0.0295,0.028,0.0274,0.0285,0.0437,0.0436,0.0418,0.0398,0.0396,0.0352,0.0393,0.0376,0.0414,0.0277,0.0239,0.0229,0.0245,0.024,0.0255,0.0236,76.02779:22 204.84894:99 222.92432:25 298.8974:26 378.97699:16 396.34091:18 435.18997:11 493.49908:424 493.6438:37
1081,neg_3046,Simple ID,Other possible annotated peaks for this cluster.,2,neg,3046,1.034,495.10614,[M+FA-H]-,generic,C20H22N2O8S,UNPD192547,4.4946,4.4946,Unknown,3,16,495.1061,[M+FA-H]-,450.109686664,0.0017892,2.819,Coumarins and derivatives,LDSUQPVEEKUWMR-GOOCAELFNA-N,O=C1OC=2C(OC)=C(OC)C=CC2C=C1NC(=O)C3(SC4C=CC(O)C(O)C4(O)C3)N,"UNPD=UNPD192547,NPA=NPA006419,COCONUT=CNP0267902",0,0,0,0,0,0.0013,0.0379,0.0517,0.039,0.0499,0.0687,0.0831,0.0843,0.0815,0.0696,0.0023,0.0024,0.0022,0.0037,0.0013,0,0.001,0,0.0061,4e-4,3e-4,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0.0045,0.0036,0.0104,0.0166,0.006,0.0111,0.0019,70.56278:49 135.02898:67 164.10422:16 167.41475:35 176.56584:23 197.44315:27 238.45883:87 243.77051:59 269.01181:241 313.99628:246 314.04984:14 329.02753:162 427.07306:30 427.09937:11 495.05981:96 495.25439:13
1082,neg_3050,Simple ID,,1,neg,3050,1.699,495.27444,[M-H]-,generic,C30H40O6,Absinthin,4.4368,4.4368,Unknown,3,21,495.2744,[M-H]-,496.282489,0.0008125,2.612,Sesterterpenoids,PZHWYURJZAPXAN-RTZCNPNXNA-N,O=C1OC2C3=C(C)C4C(C5C=C(C)C64C7OC(=O)C(C)C7CCC(O)(C)C56)C3C(O)(C)CCC2C1C,"HMDB=HMDB0035742,KNApSAcK=C00000172;C00020965;C00020966,ChEBI=CHEBI:2366,FooDB=FDB014471;FDB015295,PubChem=442138,UNPD=UNPD145939;UNPD183734,BLEXP=BLEXPDB00000442138,COCONUT=CNP0192112",0.0102,0.0174,0.0159,0,0,0,0.0197,0.0161,0.0131,0.0168,0.0267,0.014,0.0371,0.0242,0.0289,0.2153,0.2159,0.2174,0.0926,0.0746,0.0864,0.0041,0.101,0.0176,0,0.0035,0,0.0243,0.0187,0.0107,0,0,0,0,0,0.0012,0,0,0,0,0.0039,0,0.0126,0.018,0.0192,0.0178,0.0114,0.0108,0.0109,65.34712:67 72.15942:49 113.09125:14 141.15172:83 144.67126:95 168.20753:10 182.2141:53 182.63702:25 202.10077:10 226.71341:35 287.20312:68 312.6756:71 390.05136:19 439.28305:94 449.327:62 450.02582:43 492.04669:27 495.32874:20 495.3678:188 495.42148:26 495.48346:10
1083,neg_3051,Simple ID,,1,neg,3051,1.77,495.27628,[M-H]-,generic,C30H40O6,Absinthin,4.7449,4.7449,Unknown,3,20,495.2763,[M-H]-,496.282489,-0.0010875,2.989,Sesterterpenoids,PZHWYURJZAPXAN-RTZCNPNXNA-N,O=C1OC2C3=C(C)C4C(C5C=C(C)C64C7OC(=O)C(C)C7CCC(O)(C)C56)C3C(O)(C)CCC2C1C,"HMDB=HMDB0035742,KNApSAcK=C00000172;C00020965;C00020966,ChEBI=CHEBI:2366,FooDB=FDB014471;FDB015295,PubChem=442138,UNPD=UNPD145939;UNPD183734,BLEXP=BLEXPDB00000442138,COCONUT=CNP0192112",0.0102,0.0174,0.0159,0,0,0,0.0258,0.0295,0.0257,0.0189,0.0213,0.0204,0.0371,0.0327,0.0293,0.2153,0.2159,0.2174,0.0926,0.0746,0.0864,0.0334,0.101,0.0118,0,9e-4,0,0.0243,0.0187,0.0107,0,0,0,0,0,0.0012,0,0,0,0,0.0039,0,0.0031,0.0077,0.0192,0.0178,0.0114,0.0108,0.0109,110.77769:17 141.36053:26 152.98991:81 225.74403:32 225.76291:12 227.59201:14 267.23254:1020 267.70535:19 267.73947:20 353.25821:41 364.56284:15 371.32379:93 395.27792:103 409.50107:14 415.34717:88 449.32294:113 477.26425:13 495.32733:47 495.36893:86 495.70221:91
1084,neg_3052,Simple ID,,1,neg,3052,1.007,495.28427,[M-H2O-H]-,generic,C29H42N2O6,UNPD43881,3.7147,3.7147,Unknown,3,17,495.2843,[M-H2O-H]-,514.304287064,0.0021459,2.278,"2,4-disubstituted oxazoles",VWYQNGGNAXAFAX-KQYCZDBENA-N,OC1CC(OC(OC)(C)C1)CC(OC)C=2N=C(OC2)C=3N=C(OC3)CCC=CCC(=CC(C=CC)C)C,"UNPD=UNPD43881,COCONUT=CNP0105791",0.0056,0.003,0,0,0.0021,0,0.0123,0.0084,0.0058,0.0148,0.0037,0.0154,0.003,0.0094,0.0067,0.0012,0.0089,0.0032,0.004,0,5e-4,0.1074,0,0,0.0276,0.0389,0.0302,0.0439,0.0461,0.0441,0.0228,0.0283,0.0264,0.0284,0.0306,0.0321,0.0081,0.0183,0.0155,0.0265,0.0266,0.0274,0.0031,0.0016,0.0022,9e-4,0.002,0.0064,0.0017,53.41938:10 58.07572:17 70.64558:14 89.70621:219 89.7586:13 96.96065:39 103.06703:58 205.76384:43 209.08136:164 227.60312:51 285.3663:90 348.55124:32 348.8363:41 413.30289:69 418.29053:16 449.32681:132 495.68274:50
1085,neg_3053,Simple ID,,1,neg,3053,1.824,495.30304,[M-H]-,generic,C22H40N8O5,Postin,4.1097,4.1097,Unknown,3,18,495.303,[M-H]-,496.31216638,0.0018899,2.485,Oligopeptides,WUUNPBLZLWVARQ-QAETUUGQSA-N,O=C(O)C(NC(=O)C(NC(=O)C1N(C(=O)C2NCCC2)CCC1)CCCCN)CCCNC(=N)N,"HMDB=HMDB0005772,FooDB=FDB023762,BMDB=BMDB05772,COCONUT=CNP0385098",0.0128,0.012,0,0.0227,0.0276,0.0266,0.0091,0.006,0.0118,0.0096,0.0196,0.0084,0.0086,0,0.0074,0,0,0,0.0459,0.0586,0.083,0,0.0814,0.0413,0,0.0031,0.001,0,0.0054,0,0,0.0024,0.0024,0.0038,0.0038,0.0047,0.0025,0.0032,0.0084,0.0056,0.0108,0.0102,0.0395,0.0355,0.029,0.034,0.0312,0.0359,0.0389,61.9882:185 62.01768:10 85.75397:49 93.15524:15 154.99637:20 163.29301:15 223.6089:67 227.35098:33 232.92393:74 306.48553:22 371.7048:31 385.88971:206 395.7926:40 405.24924:26 407.40906:27 449.75519:13 495.31128:208 495.35089:61
1086,neg_3056,Simple ID,,1,neg,3056,1.902,495.31113,[M-H]-,generic,C31H44O5,Coronalolide methyl ester,4.3171,4.3171,Unknown,3,15,495.3111,[M-H]-,496.318874508,0.0004981,2.654,Triterpenoids,FPFAZZFTBDKRJL-UENHVPKWNA-N,O=CC(=CCCC(C)C1CCC2(C)C3CC4OC(=O)C(=C)C4C5(CCC(=O)OC)CC35CCC12C)C,"KNApSAcK=C00047427,UNPD=UNPD15643;UNPD199945;UNPD40282;UNPD218341,COCONUT=CNP0105421",0.0353,0.0332,0.0358,0.0277,0.0276,0.0266,0.0069,0,0.0013,0.0071,0.0084,0.0116,0.0036,8e-4,0,0.0147,0.0127,0.0559,0.076,0.0869,0.0762,0,0.0495,0.0925,0.0046,0.0015,0.0046,0,0,0,0.0032,0.0024,0,0.0017,0.0039,0.0049,0.004,0.0036,0.0095,0.003,0.007,0.0042,0.0204,0.0223,0.0225,0.0239,0.0248,0.0272,0.0173,121.51809:17 163.03363:54 167.73045:11 195.89389:24 230.89168:15 233.80019:15 269.15643:195 283.56644:43 287.17944:151 303.53622:24 449.32809:64 459.31232:66 461.72943:25 493.0806:20 495.31729:204
1087,neg_3058,Unknown compound,,1,neg,3058,5.561,495.31668,[M+K-2H]-,,,,,,,,,,,,,,,,,,0.0382,0.0604,0.0792,0.0324,0.0558,0.0402,0.0685,0.0587,0.0639,0.0378,0.102,0.101,0.0867,0.1151,0.1114,0.03,0.0354,0.0249,0.0341,0.026,0.021,0.0371,0.0667,0.0035,0.1551,0.1475,0.1396,0.3124,0.3154,0.3071,0.2299,0.2289,0.2386,0.1127,0.1173,0.1154,0.1004,0.1033,0.0973,0.0785,0.0808,0.0851,0.0947,0.094,0.0925,0.093,0.0889,0.0913,0.0917,67.00858:50 75.08648:47 79.95454:63 98.44161:29 148.17073:17 149.05692:277 149.28203:33 150.02208:70 152.75015:16 154.46024:29 163.07854:142 163.10971:17 165.05292:91 165.07703:17 211.13377:109 212.83737:21 229.01671:516 229.06148:28 344.61713:17 435.88022:29
1088,neg_3066,Simple ID,,1,neg,3066,6.357,495.35144,[M-H]-,generic,C29H52O4S,"[1-(5-ethyl-6-methylheptan-2-yl)-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-7-yl]oxidanesulfonic acid",4.405,4.405,Unknown,3,12,495.3514,[M-H]-,496.358631144,-4.53e-05,2.941,Stigmastanes and derivatives,GPBRXOSXFXUJOO-UHFFFAOYSA-N,O=S(=O)(O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(CC)C(C)C)C4(C)CCC32)C1,COCONUT=CNP0159176,0.0816,0.0737,0.0777,0.1054,0.1064,0.1048,0.2917,0.3093,0.2926,0.5475,0.6152,0.5772,0.564,0.6119,0.6584,0.0408,0.0429,0.0413,0.0519,0.0443,0.0422,0.1819,0.066,0.0432,0.0623,0.0589,0.0649,0.0754,0.0783,0.0715,0.0549,0.058,0.0604,0.0594,0.0612,0.0638,0.0583,0.0616,0.0549,0.0504,0.0571,0.0503,0.13,0.133,0.1356,0.1405,0.1337,0.134,0.1353,59.99852:70 89.45572:41 112.98393:168 143.23347:103 206.83183:40 228.54211:23 276.89871:28 397.33435:135 462.729:143 495.34769:861 495.56085:33 495.59955:17
1089,neg_3067,Unknown compound,,1,neg,3067,1.353,495.35648,[2M-H]-,,,,,,,,,,,,,,,,,,0.0039,0.0202,0,0.0548,0.0479,0.0496,0,0,0,0,0,0,0,0,0,0.0113,0.0083,0.0039,0.0039,0.028,0.0344,0.0642,0.0089,0.0372,0.1137,0.1205,0.1144,0.0758,0.0805,0.0747,0,0,0,0,0,0.0011,0.0082,0.0077,0.0077,0.0128,0.0178,0.0218,0.0046,0.0088,0,0.0084,0,0.0024,0.0049,97.37491:16 126.94846:111 160.32877:54 190.63026:118 260.00192:12 272.19931:27 331.06097:17 395.25757:32 427.92688:19 436.38586:48 437.4765:103 449.3248:345 449.38266:25 449.42114:11 451.19171:14 495.31747:64 495.35941:75
1090,neg_3068,Simple ID,Other possible annotated peaks for this cluster.,3,neg,3068,7.472,495.38477,[M-H2O-H]-,generic,C33H54O4,UNPD115105,4.6634,4.6634,Unknown,3,12,495.3848,[M-H2O-H]-,514.402210208,-0.0004309,3.058,Illudanes and illudins,ABJMSVJRUNONJS-NDVDJCMHNA-N,O=C(OCC1(C)CC2CC(=C3C(=O)CC3(C)C2C1)C)CCCCC(=O)CCCCCCCCCCCC,"UNPD=UNPD115105,NPA=NPA001794,COCONUT=CNP0384767",0.0059,0.0069,0.0072,0.0075,0.0086,0.0068,0.0942,0.0963,0.0961,0.0742,0.0727,0.0741,0.0946,0.0928,0.0972,0.0839,0.0793,0.0822,0.0868,0.095,0.0858,0.0772,0.0137,0.0191,0.0074,0.0075,0.0078,0.0072,0.0089,0.0087,0.0108,0.0094,0.0106,0.0078,0.0087,0.0077,0.0209,0.0197,0.0211,0.0359,0.0405,0.0377,0.0385,0.0407,0.0404,0.0408,0.0414,0.0401,0.0391,50.88358:15 71.33685:16 139.00148:12 207.26695:13 207.48244:26 219.17258:317 219.50969:54 321.19986:78 387.155:15 435.38943:111 495.39288:215 495.4386:131
1091,neg_3071,Simple ID,,1,neg,3071,12.262,495.44232,[M-H]-,generic,C31H60O4,UNPD117710,4.2521,4.2521,Unknown,3,15,495.4423,[M-H]-,496.4491604,-0.0004161,2.55,Macrolides and analogues,NONSYIYYKZRLJU-ITTNFTAPNA-N,O=C1OCC(OCCCCCCCCCCCCCCCCCCCCCCCCCCC1)CO,"UNPD=UNPD117710,COCONUT=CNP0174149",0,4e-4,0.0018,0.0017,0.0014,2e-4,0.0389,0.0404,0.0442,0.0666,0.0694,0.0655,0.0368,0.0359,0.037,0.0012,4e-4,0.0011,1e-4,7e-4,9e-4,0.0541,0.0698,0.0743,0.0023,0.0014,4e-4,0,3e-4,0,0,0,0,0.0344,0.0208,0.0161,0,0,0,0,0,0,0.016,0.0137,0.0119,0.0141,0.0119,0.0096,0.0133,227.20393:21 239.94519:21 241.21878:1016 241.46672:34 241.74876:19 241.83412:45 241.98007:25 242.2072:11 255.23235:294 306.91199:33 345.39038:52 483.77817:27 495.29813:42 495.47122:85 495.9397:17
1092,neg_3074,Unknown compound,,1,neg,3074,12.866,495.47516,[M-H]-,,,,,,,,,,,,,,,,,,0.0237,0.0266,0.0218,0.0181,0.0193,0.0188,0.027,0.0274,0.028,0.0197,0.019,0.0169,0.02,0.0194,0.0192,0.0196,0.0237,0.0206,0.0166,0.0115,0.0119,0.0424,0.14,0.1718,0.1178,0.1267,0.1234,0.0787,0.053,0.0744,0.0787,0.0757,0.0789,0.0976,0.0967,0.1089,0.0776,0.0819,0.0849,0.1021,0.1064,0.1023,0.0421,0.0408,0.0401,0.037,0.0368,0.0358,0.0375,58.55323:26 65.07468:13 89.03232:64 89.34606:62 110.25186:15 138.12605:19 434.59537:39 495.47827:806
1093,neg_3368,Simple ID,Other possible annotated peaks for this cluster.,2,neg,3368,0.985,514.28497,[M-H]-,generic,C26H45NO7S,Taurocholic acid,6.1718,6.1718,Unknown,3,20,514.285,[M-H]-,515.29167378,-0.0006027,3.488,"Trihydroxy bile acids, alcohols and derivatives",WBWWGRHZICKQGZ-BKXUXKPJSA-N,O=C(NCCS(=O)(=O)O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,"HMDB=HMDB0000036;HMDB0000889;HMDB0000922,ChEBI=CHEBI:28865;CHEBI:36257,DrugBank=DB04348,SMPDB=PW_C000025,YMDB=YMDB00770,FooDB=FDB012335;FDB022301;FDB022320,STOFF=STOFF_1044,BMDB=BMDB00036;BMDB00889;BMDB00922,LipidMAPS=LMST05040001;LMST05040014;LMST05040016;LMST05040019,Urine=HMDB0000036,Feces=HMDB0000036,Serum=HMDB0000036,PubChem=46783527;9548794;440567;6675,UNPD=UNPD104718;UNPD107762;UNPD174086;UNPD194318,BLEXP=BLEXPDB00000006675,COCONUT=CNP0179190",0,5e-4,0,0,0,0,0.0034,0.0056,0.0034,0.0046,0.0048,0.0189,0,0.0013,0.0035,0.0015,0,0,0,0,1e-4,0.0254,0.1823,0,1.8276,2.4348,2.5358,0.3329,0.3226,0.3211,1.1303,1.1975,1.1119,0.1081,0.1093,0.1106,0.199,0.2568,0.1795,1.8234,2.1102,1.9993,0,1e-4,0,0,0,0,0.0049,79.95597:46 83.49149:11 96.96081:224 106.98177:197 108.98071:36 124.00664:231 124.03566:20 205.73891:24 215.2746:256 215.32993:11 233.07787:50 233.09575:14 238.70949:20 368.26434:55 486.08185:76 511.14749:23 511.5719:21 514.20953:47 514.2843:2779 514.69281:64
1094,neg_3089,Simple ID,,1,neg,3089,2.698,497.30515,[M-H]-,generic,C30H38N6O,1-benzyl-3-({5-[6-(pentan-3-yl)-2-(pyridin-4-yl)pyrimidin-4-yl]-1-azabicyclo[2.2.2]octan-2-yl}methyl)urea,3.1658,3.1658,Unknown,3,23,497.3051,[M-H]-,498.310709836,-0.0016666,1.808,Pyridinylpyrimidines,ZREVZZQWWFOJJK-UHFFFAOYSA-N,O=C(NCC=1C=CC=CC1)NCC2N3CCC(C2)C(C=4N=C(N=C(C4)C(CC)CC)C=5C=CN=CC5)C3,COCONUT=CNP0251092,0,0,0,0,0,0,0.0025,0.001,0.0063,0.0094,0.0038,0.0055,0.0038,0.001,0.01,0.0056,0.0094,0.0094,0,0,0,0.004,0.0348,0.033,0.0031,0.0024,0.0087,0.0112,0.0068,0.008,0.0201,0.0192,0.0177,0.0057,0.0091,0.0088,0.0215,0.0194,0.0175,0.0134,0.0197,0.0206,0.005,0.0095,0.0139,0.0072,0.0059,0.0133,0.0095,122.07677:103 133.53265:10 149.52376:33 160.00313:21 189.37369:54 191.02588:46 193.62868:17 222.05261:24 229.63641:32 239.20772:96 239.25223:11 320.8602:76 329.80597:14 364.53003:37 413.83264:257 413.90533:11 450.32175:10 453.03943:19 461.31821:29 462.72263:13 465.27579:24 497.29248:98 497.33481:76
1095,neg_3090,Unknown compound,,1,neg,3090,1.288,497.30594,[M-H]-,,,,,,,,,,,,,,,,,,0,0.0059,0.0094,0.0137,0.0084,0.0077,0.0207,0.0212,0.023,0.0308,0.0316,0.03,0.0331,0.0343,0.0309,0.0081,0.0073,0.006,0,0,0,0.0732,0.0602,0,0.0345,0,0.0211,0.0344,0.0259,0.0093,0.0102,0.0072,0,0.0263,0.0173,0.0236,0,0,0,0,0,0,0.0165,0.0243,0.0256,0.0256,0.0181,0.0162,0.0107,96.94757:51 96.95815:20 190.56009:17 197.05284:84 237.23959:24 267.54251:15 407.20428:52 451.16034:73 489.79517:28 495.29547:50 496.69705:80 497.01392:58 497.20593:575 497.26776:24 497.46332:23 497.80441:31
1096,neg_3097,Unknown compound,,1,neg,3097,5.64,497.33243,[M-H]-,,,,,,,,,,,,,,,,,,0.0475,0.0296,0.0486,0.0619,0.0635,0.0605,0.056,0.0179,0.0537,0.0169,0.1048,0.1104,0.1029,0.0927,0.1154,0.0286,0.0257,0.0312,0.0345,0.043,0.0421,0.0446,0.0307,0.0151,6e-4,0.0067,0,9e-4,0.0093,0.0075,0.01,0.005,0.0024,0.0012,0.0031,6e-4,0.0035,0.0039,0.0014,0.0024,0.004,0.003,0.025,0.0311,0.0416,0.0412,0.0447,0.0383,0.0417,63.87482:40 65.52011:10 65.56796:17 88.57704:62 89.0125:23 91.52206:21 107.47789:47 115.64039:12 118.05294:40 120.23568:52 131.71149:24 144.40756:98 178.44644:23 178.60094:23 193.21217:34 241.56601:43 246.19925:22 254.13638:58 287.60727:31 292.94308:190 292.98477:12 300.99811:18 306.4368:15 313.38721:88 313.6441:14 322.51627:53 397.50925:22 399.02881:48 425.27094:33 453.37341:40 472.2963:40 473.81421:86 489.4519:36 497.31754:86 497.36072:232
1097,neg_3099,Simple ID,,2,neg,3099,4.216,497.341,[M-H]-,generic,C35H46O2,Neurosporaxanthin,3.8525,3.8525,Unknown,3,9,497.341,[M-H]-,498.349780712,0.0015043,2.29,Sesquaterpenoids,UGJYMKZYSUMAKJ-ZGMBEONKSA-N,O=C(O)C(=CC=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C)C)C,"KNApSAcK=C00003781,ChEBI=CHEBI:7540;CHEBI:63069,LipidMAPS=LMPR01070206,PubChem=50986097;637039,UNPD=UNPD59360,COCONUT=CNP0209141",0.324,0.3073,0.3115,0.6294,0.6044,0.5242,0.0674,0.0674,0.063,0.0484,0.0465,0.0557,0.0666,0.0759,0.052,0.3259,0.2617,0.3223,0.286,0.4455,0.4596,0.0323,0.0158,0,0.2405,0.2449,0.2131,0.154,0.1885,0.1665,0.2485,0.2419,0.2501,0.1914,0.1908,0.1689,0.1035,0.0929,0.1024,0.1357,0.16,0.1588,0.1807,0.1578,0.2081,0.2027,0.1699,0.174,0.2246,112.02244:19 123.20578:29 159.28738:48 253.76111:21 357.70093:19 420.18393:85 461.37036:11 495.7392:21 497.36078:24
1098,neg_3100,Simple ID,Other possible annotated peaks for this cluster.,2,neg,3100,4.304,497.34152,[M+K-2H]-,generic,C30H52O3,"(3beta,24xi)-Cycloartane-3,24,25-triol",4.2713,4.2713,Unknown,3,8,497.3415,[M+K-2H]-,460.391645524,-0.0012493,2.647,Cycloartanols and derivatives,BKRIPHYESIGPJC-UHFFFAOYNA-N,OC(CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC54CC35CCC12C)C(O)(C)C,"HMDB=HMDB0035998,FooDB=FDB014807,UNPD=UNPD138096;UNPD163817;UNPD52027;UNPD61459,COCONUT=CNP0196619",0.324,0.2538,0.3115,0.6294,0.6044,0.6361,0.0365,0.1163,0.1263,0.0956,0.1141,0.1155,0.1256,0.1183,0.1273,0.3259,0.2617,0.2486,0.286,0.4455,0.392,0.0245,0,0.0129,0.2405,0.2449,0.2131,0.154,0.1885,0.1665,0.2485,0.2419,0.2501,0.1914,0.1908,0.1689,0.1035,0.0929,0.1024,0.1357,0.16,0.1588,0.1807,0.1997,0.2081,0.2027,0.2177,0.2207,0.2246,77.02155:16 86.40733:169 165.02161:150 165.03903:49 213.8941:49 223.56682:72 392.11404:53 425.3363:18
1099,neg_3101,Unknown compound,,1,neg,3101,4.663,497.34528,[M-H]-,,,,,,,,,,,,,,,,,,0.1088,0.0924,0.0976,0.053900000000000003,0.0506,0.0534,0.0265,0.0268,0.0264,0.0268,0.0131,0.0058,0.027,0.0243,0.0111,0.0719,0.0584,0.0653,0.0506,0.0754,0.0798,0.0035,0.0035,0.088,0.0238,0.0132,0.0135,0.006,0.0066,0.0133,0.0183,0.0187,0.0088,0.0184,0.0114,0.0125,0.003,0.0053,0,0.0043,0.008,0.0054,0.0111,0.0264,0.0218,0.0053,0.0134,0.0188,0.0143,100.1973:39 120.89409:23 149.82188:41 155.18585:30 155.67903:33 191.06947:33 204.42294:58 274.99417:44 302.5809:28 313.9303:20 398.68677:11 424.3046:17 425.83221:16 431.35709:19 444.08936:15 462.4393:16 479.36075:11 497.36404:334 497.66895:12
1100,neg_3103,Simple ID,Other possible annotated peaks for this cluster.,2,neg,3103,8.323,497.40057,[M-H2O-H]-,generic,C33H56O4,Tricosyl trans-ferulate; n-Tricosyl trans-ferulate,4.39,4.39,Unknown,3,19,497.4006,[M-H2O-H]-,516.417860272,-0.0005809,2.897,Coumaric acids and derivatives,CEEUWLXYNIWFHF-IMVLJIQESA-N,O=C(OCCCCCCCCCCCCCCCCCCCCCCC)C=CC1=CC=C(O)C(OC)=C1,"KNApSAcK=C00034729,UNPD=UNPD180714,COCONUT=CNP0158068",0.0192,0.0197,0.0201,0.0238,0.0229,0.0222,0.4134,0.4112,0.4157,0.3225,0.3255,0.3145,0.4389,0.4335,0.4441,0.408,0.4242,0.4109,0.4549,0.4579,0.4587,0.0178,0.0239,0.0202,0.0093,0.0137,0.0095,0.0142,0.0132,0.0111,0.0183,0.0174,0.0181,0.0156,0.0134,0.0124,0.06,0.0536,0.0568,0.0932,0.0941,0.0946,0.1792,0.1732,0.1757,0.1794,0.1728,0.1743,0.1726,52.0279:11 55.42594:49 69.08396:25 73.31242:18 112.98458:265 136.16982:39 139.25159:11 150.22676:40 224.33955:30 247.65848:45 247.67471:14 264.21921:15 268.65143:61 278.21967:73 292.8284:22 428.64816:56 497.34204:29 497.40085:190 497.84601:54
