cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,NW3.1,NW3.2,NW15.1,NW3.3,NW15_P.1,NW15_P.2,NW3_P.1,NW15.2,NW3_P.2,NW15.3,NW15_P.3,NW15.4,NW15.5,NW15_P.4,NW3_P.3,NW3_P.4,NW3.4,NW15_P.5,NW3_P.5,NW3_P.6,NW3.5,Blank.1,Blank.2,Blank.3,QC.1,QC.2,QC.3,QC.4,QC.5,MS.MS.spectrum
438,pos_474,Simple ID,Other possible annotated peaks for this cluster.,5,pos,474,6.434,310.31113,[M+NH4]+,generic,C20H36O,Geranylcitronellol,7.0167,7.0167,Unknown,3,23,310.3111,[M+NH4]+,292.2766158,-0.0006587,3.331,Acyclic diterpenoids,ZKWFMIAGZQACFE-NWLVNBMCNA-N,OCCC(C)CCC=C(C)CCC=C(C)CCC=C(C)C,"HMDB=HMDB0032147,FooDB=FDB008875,NANPDB=NANPDB_4327,LipidMAPS=LMFA05000210,UNPD=UNPD93930,COCONUT=CNP0329724",1.5924,1.4357,1.8419,1.6852,1.7961,1.5144,1.8317,1.4912,1.3538,1.0907,1.5008,1.3677,1.073,1.8202,1.2079,1.8644,1.6956,1.807,1.7956,2.1688,1.6592,92.3643,60.561,84.1402,1.4017,1.5514,1.5047,1.4897,1.4533,55.01847:199 55.05435:2805 55.09487:25 55.17579:13 56.0591:50 57.07082:272 57.99892:66 59.03194:203 67.05415:157 67.16066:46 69.03068:119 69.07011:109 69.23557:10 71.08743:36 72.07914:137 77.0394:120 79.0543:41 80.0556:59 81.06951:97 83.08546:50 91.05242:71 93.0696:244 270.2059:20
439,pos_1497,Unknown compound,,1,pos,1497,16.201,535.26599,[M+H]+,,,,,,,,,,,,,,,,,,0.0803,0.0668,0.0713,0.0799,0.0702,0.0745,0.0709,0.0643,0.0686,0.069,0.0698,0.0677,0.0754,0.0668,0.0796,0.071,0.0801,0.0813,0.0715,0.0598,0.0612,2.6433,2.94,2.3778,0.0583,0.0574,0.0607,0.0577,0.0567,59.05053:35 69.13318:23 75.0452:136 85.06559:95 87.04578:131 99.07047:19 99.09138:42 106.06805:15 132.04565:149 193.14571:693 343.13211:165 500.2634:12 517.25195:27 535.27332:71 535.5545:84
440,pos_1511,Unknown compound,,1,pos,1511,6.762,537.37292,[M+H]+,,,,,,,,,,,,,,,,,,0.0163,0.011,0.0211,0.0205,0.0214,0.0532,0.0288,0.0424,0.0262,0.0098,0.0315,0.0131,0.0511,0.0214,0.0363,0.0248,0.0126,0.0271,0.0247,0.0192,0.0196,0.0071,0,0,0.0223,0.0252,0.0217,0.0185,0.024,164.12274:19 345.12482:45 349.31259:26 537.37219:1336
441,pos_1530,Unknown compound,,1,pos,1530,7.506,540.43018,[M+H]+,,,,,,,,,,,,,,,,,,2.1395,1.796,1.6291,1.7688,2.3991,2.4606,2.2973,2.67,2.449,1.9406,2.496,2.278,2.5998,2.2541,1.9196,1.6639,1.8044,2.1641,1.9765,2.7277,1.987,0,0.0877,0,2.5655,2.4601,2.8976,1.8151,2.382,79.05444:52 102.09186:94 105.0679:259 123.1165:62 283.23407:74 283.26083:124 300.29541:55 340.32108:1036 340.4028:15 340.53366:17 341.32404:55 366.34012:92 523.41351:27 540.27887:38 540.42676:5290 540.59436:19 540.64117:57 540.77435:44 540.88501:33
442,pos_4830,Unknown compound,,2,pos,4830,12.628,1594.17957,[M+H]+,,,,,,,,,,,,,,,,,,0.047,0.0522,0.0523,0.0447,0.0593,0.0588,0.051,0.0436,0.0594,0.0533,0.0401,0.0586,0.0522,0.0507,0.05,0.0539,0.0609,0.0459,0.0484,0.033,0.0627,0,0,0,0.09,0.0477,0.0505,0.0578,0.0578,86.09706:421 86.72994:18 146.9803:125 166.06367:117 184.07306:1990 184.20813:21 185.07597:47 198.08632:127 522.35876:107 577.51404:113 577.54926:16 760.58539:436 761.22369:34 773.50562:141 774.59937:60 784.59332:22 834.60138:175 858.59399:31 864.59662:43 979.58185:56 1177.36133:28 1212.84497:24 1214.2854:32 1594.17908:73 1594.27112:29
443,pos_1542,Unknown compound,,1,pos,1542,2.087,542.42944,[M+H]+,,,,,,,,,,,,,,,,,,1.5855,1.2505,1.4149,1.3324,1.5284,1.2323,0.0329,1.8859,1.4755,0.1943,1.7683,1.2669,1.4991,1.8687,1.5058,1.3225,1.0321,1.5842,1.3383,1.364,1.3624,0,0,0,1.3836,1.2843,1.3035,1.228,0.0668,57.07286:817 71.08878:41 85.10105:46 87.0473:17 89.06324:183 117.09517:174 121.45891:11 123.12172:75
444,pos_1565,Unknown compound,,1,pos,1565,15.557,548.505,[M+H]+,,,,,,,,,,,,,,,,,,0.1351,0.1599,0.1806,0.187,0.185,0.1599,0.1006,0.0935,0.1926,0.1355,0.1392,0.0715,0.124,0.1897,0.0788,0.132,0.1222,0.0953,0.1557,0.0569,0.1781,0.0883,0.1387,0.0728,0.102,0.0439,0.0436,0.0472,0.0593,57.07084:855 77.03822:61 107.04939:3369 107.93292:15 119.08454:104 121.06405:251 149.06035:314 149.4861:30 163.11197:122 163.13094:17
445,pos_1592,Simple ID,,1,pos,1592,15.654,551.50433,[M+H]+,generic,C35H66O4,Artemoin C,5.5546,5.5546,Unknown,3,15,551.5043,[M+H]+,550.4961106,-0.000913,2.93,Annonaceous acetogenins,MBDVKGSWKNHBQZ-UHFFFAOYNA-N,O=C1OC(C=C1CCCCCCCCCCCCCCC(O)C(O)CCCCCCCCCCCCCC)C,"HMDB=HMDB0033606,KNApSAcK=C00038514,ChEBI=CHEBI:134012,FooDB=FDB011694,UNPD=UNPD125050,COCONUT=CNP0173504",0.1192,0.117,0.0526,0.0521,0.0681,0.0352,0.0433,0.0513,0.0327,0.1141,0.0527,0.122,0.0326,0.0726,0.0409,0.0845,0.0522,0.0615,0.0579,0.1069,0.1122,0.3962,0.0883,0.3095,0.1033,0.071,0.0412,0.0591,0.1047,67.05428:116 109.10246:88 151.14769:146 193.14209:102 221.2282:77 239.23622:66 271.24667:41 275.86945:23 506.48254:29 535.27216:34 550.61316:101 551.46545:87 551.5061:1142 551.62903:73 551.67023:20
446,pos_1821,Simple ID,Other possible annotated peaks for this cluster.,3,pos,1821,15.543,591.4978,[M+Na]+,generic,C35H68O5,DG(a-15:0/a-17:0/0:0),6.0913,6.0913,Unknown,3,7,591.4978,[M+Na]+,568.5066753,-0.001904,3.404,"1,2-diacylglycerols",AELBFBJAVSBVSQ-PJUZOBRJSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCC(C)CC)CO)CCCCCCCCCCC(C)CC,HMDB=HMDB0093522,0.324,0.309,0.3114,0.2674,0.3043,0.3162,0.3612,0.1684,0.3473,0.2743,0.2735,0.2622,0.2823,0.2766,0.2207,0.3462,0.2565,0.2064,0.3448,0.0264,0.1159,0.7979,0.7044,0.7883,0.2223,0.1372,0.0961,0.1698,0.1599,313.26859:46 335.25473:53 361.13873:39 591.49591:3517 591.58728:24 591.65131:25 591.8457:32
447,pos_1902,Simple ID,Other possible annotated peaks for this cluster.,4,pos,1902,23.215,603.53717,[M+H]+,generic,C39H70O4,1-(14-methyl-pentadecanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerol,5.8486,5.8486,Unknown,3,17,603.5372,[M+H]+,602.5274107,-0.0025128,2.726,"1-acyl,2-alkylglycerols",QCHBHNNYXGOTCL-MCOXKKGKNA-N,O=C(OCC(OCCCCCCCCC1CCC2C(C1)C3C4CCC4C23)CO)CCCCCCCCCCCCC(C)C,LipidMAPS=LMGL02070004,2.9451,3.2954,3.8201,3.3489,3.9247,3.741,3.6612,3.1663,4.1553,3.3102,3.5652,3.5184,4.4732,3.563,3.3843,3.2317,3.5836,3.4714,3.438,4.0532,3.3134,0,0.0797,0.1453,2.799,2.7859,3.13,3.4149,3.1401,55.05483:48 67.05317:127 69.06982:57 81.07085:131 95.08511:204 95.12387:16 107.38499:23 121.10141:136 165.16534:152 313.27234:53 319.26682:58 341.30258:142 602.52094:99 603.53662:4909 603.70215:13 603.93274:28 603.95508:35
448,pos_1739,Simple ID,Other possible annotated peaks for this cluster.,5,pos,1739,22.859,577.52008,[M+H]+,generic,C37H68O4,Cohibin D,6.1948,6.1948,Unknown,3,14,577.5201,[M+H]+,576.5117607,-0.0010629,3.402,Annonaceous acetogenins,JGXOAQHUFINOAQ-DARPEHSRNA-N,O=C1OC(C=C1CCCCCCCCCCCC(O)C(O)CCC=CCCCCCCCCCCCCCCC)C,"HMDB=HMDB0035398,FooDB=FDB014073,COCONUT=CNP0291254",0.7613,0.78,0.9518,1.5241,1.5602,1.6916,1.47,1.5832,2.038,1.0683,1.3358,1.3587,1.4944,1.9577,1.4375,1.8535,1.0164,1.3545,1.193,1.736,1.5907,0.1051,0.0685,0.0892,0.8684,0.8308,0.7375,0.5803,1.1435,55.0546:196 55.07178:10 69.06887:169 79.05603:51 95.08536:51 109.10045:84 117.25993:120 121.09999:28 165.16585:65 239.2365:122 497.94156:27 577.46014:40 577.51599:1402 577.59589:23
449,pos_1610,Unknown compound,,1,pos,1610,2.451,553.33765,[M+Na]+,,,,,,,,,,,,,,,,,,0.0566,0.0014,0.2711,0.0112,0.1791,0.0638,0.1011,0.1221,0.4159,0.1234,0.0421,0.0083,0.1719,0.0455,0.0746,0.504,0.0046,0.021,0.0141,0.0477,0.3198,0,0,0,0.1176,0.0991,0.1102,0.1072,0.1012,295.15414:20 441.20743:181 553.18347:24 553.33478:6088 553.46149:20 553.50867:18 553.56976:64 553.69897:36 553.82141:11
450,pos_776,Unknown compound,,3,pos,776,4.97,371.10245,[M+NH4]+,,,,,,,,,,,,,,,,,,0.0299,0.0666,0.1211,0.1203,0.1157,0.1238,0.0816,0.0242,0.1031,0.0716,0.0212,0.03,0.0933,0.0994,0.0397,0.0729,0.0706,0.1243,0.0315,0.1078,0.0256,5.0462,6.2948,7.9074,0.1675,0.2821,0.3985,0.4651,0.4068,73.04733:633 73.23476:16 101.05876:41 133.01425:46 133.07953:22 192.9807:85 206.99731:49 207.03302:46 222.93431:28 248.99013:72 250.96852:214 265.02066:139
451,pos_1653,Unknown compound,,1,pos,1653,23.333,563.5036,[M+NH4]+,,,,,,,,,,,,,,,,,,0.0014,0.0319,0.0272,3.00E-04,0.0742,0.0298,0.054,9.00E-04,0.0349,0.0537,0.0011,0.001,0.0024,0.0034,0.0014,0.003,9.00E-04,0.054,0.0031,0.0046,4.00E-04,0.1039,0.0287,0.0256,0.006,7.00E-04,0.0017,0.0228,0.0011,57.03343:341 57.0542:12 57.07052:659 69.07142:298 71.08781:157 83.08546:142 85.10234:36 85.11269:11 95.08347:180 97.10125:452 207.46329:50 307.29675:90 563.22101:18 563.54144:3350 563.98291:26
452,pos_1657,Unknown compound,,1,pos,1657,23.625,563.54156,[M+3ACN+2H]+,,,,,,,,,,,,,,,,,,0.5176,0.6037,0.6981,0.6727,0.7002,0.7017,0.7615,0.7193,0.7451,0.6897,0.6314,0.6439,0.8037,0.7742,0.7472,0.6938,0.7011,0.6122,0.719,0.8892,0.5987,0.3308,0.3542,0.2119,0.6023,0.6651,0.6914,0.7024,0.5907,55.05394:72 55.06321:18 57.03401:38 69.06964:280 71.08497:169 71.26371:18 71.49571:11 85.32412:34 93.07051:102 96.31717:26 109.10127:244 137.13243:107 138.64191:38 227.36967:33 563.25342:18 563.42261:89 563.54175:2587 563.92975:28
453,pos_1668,Simple ID,,1,pos,1668,23.291,565.52045,[M+H]+,generic,C36H68O4,FAHFA(18:1(9Z)/5-O-18:0),4.459,4.459,Unknown,3,11,565.5204,[M+H]+,564.5117607,-0.0013629,1.959,Long-chain fatty acids,FQZBGGYKEFIGPO-MSUUIHNZNA-N,O=C(O)CCCC(OC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCCCCCCC,"HMDB=HMDB0112140,ChEBI=CHEBI:136389;CHEBI:137106,LipidMAPS=LMFA07011058",0.0224,0.0239,0.0289,0.023,0.0344,0.0297,0.0276,0.026,0.0285,0.0136,0.0272,0.0326,0.0314,0.0335,0.0205,0.0246,0.0261,0.0219,0.0238,0.0368,0.0168,0.0262,0.0683,0.1079,0.0314,0.0217,0.0225,0.022,0.0271,55.04843:118 57.02814:28 57.88976:38 69.27373:22 71.07932:65 85.09682:257 221.98305:69 454.29813:98 565.4079:51 565.62897:1642 565.72186:12
454,pos_1669,Unknown compound,,1,pos,1669,23.927,565.55737,[M+H]+,,,,,,,,,,,,,,,,,,0.3417,0.3597,0.3285,0.3574,0.3435,0.4352,0.2154,0.2948,0.4714,0.4734,0.3381,0.3626,0.4511,0.4587,0.4171,0.3704,0.3205,0.3711,0.3729,0.3124,0.3741,0.4956,0.4191,0.2643,0.4134,0.3203,0.4365,0.2009,0.2567,57.03201:84 57.07104:62 71.0856:63 71.31384:11 83.12011:17 85.10032:39 124.1209:31 564.54169:46 565.11426:33 565.55676:1877
455,pos_1683,Unknown compound,,1,pos,1683,9.282,568.45862,[M+H-2H2O]+,,,,,,,,,,,,,,,,,,1.0253,1.4994,1.3911,1.3205,1.2698,1.4314,1.8241,1.4459,1.6518,1.6218,1.3173,1.6606,1.3798,1.6445,1.4563,1.2805,1.1311,1.2036,1.2387,1.5831,1.4215,0,0,0,1.5508,1.5477,1.5425,1.5354,1.3199,102.09196:65 123.11243:52 311.29715:227 328.31741:45 368.35492:818 368.96674:16 550.31207:128 550.36786:11 568.36505:57 568.45972:4460 568.54474:92 568.79456:23 568.88647:58
456,pos_1687,Unknown compound,,1,pos,1687,6.059,569.33051,[M+H+K]+,,,,,,,,,,,,,,,,,,0.0722,0.1376,0.1546,0.1509,0.1511,0.1477,0.1129,0.0914,0.0989,0.0933,0.1495,0.1009,0.1725,0.09,0.1362,0.1222,0.0842,0.0957,0.1161,0.1369,0.1295,0,0,0,0.109,0.1021,0.1256,0.0962,0.1258,75.26797:123 81.03544:24 105.035:12 116.10685:71 119.08589:1923 119.13096:21 119.21377:22 133.06413:85 144.06398:165 243.11783:41 299.17059:39 305.19299:83
457,pos_1839,Unknown compound,,3,pos,1839,7.263,593.40344,[M+Na]+,,,,,,,,,,,,,,,,,,0.0232,0.0043,0.0784,0.0157,0.127,0.064,0.0398,0.0734,0.1334,0.0429,0.0233,0.0049,0.1488,0.0775,0.0491,0.14,0.0045,0.0357,0.006,0.1243,0.1396,0,0,0,0.0629,0.0406,0.0399,0.0502,0.0556,57.07183:69 99.08089:183 271.01688:149 372.77786:18 401.17355:291 402.19376:99 501.26434:24 517.25299:31 575.29669:49 592.71942:103 592.76318:36 593.40533:2109
458,pos_1705,Unknown compound,,1,pos,1705,1.945,572.44073,[2M+ACN+Na]+,,,,,,,,,,,,,,,,,,0.4996,0.2501,0.4567,0.357,0.1039,0.3128,0.5703,0.0626,0.3189,0.3577,0.5167,0.3155,0.3516,0.4291,0.0468,0.3679,0.244,0.3204,0.3386,0.8369,0.4383,0,0,0,0.3952,0.4161,0.3002,0.3021,0.3652,83.0846:112 89.05992:164 99.11568:120 133.08578:436 141.16072:24 175.09659:73 177.10484:119 185.189:42 221.13393:58 229.21758:26 265.16245:66 273.24146:96 283.17508:106 309.19324:24 327.20154:52 327.22348:20 371.22339:211 415.25204:416 417.99579:32 449.34946:74 467.35794:124 555.40869:1081 555.55743:21 572.23853:21 572.43573:1743 572.71509:20
459,pos_3795,Simple ID,Other possible annotated peaks for this cluster.,5,pos,3795,22.661,872.77496,[M+H]+,generic,Spectral DB search,TG 52:4|TG 16:0_18:2_18:2,8.9002,8.9002,Unknown,3,268,872.775,[M+H]+,-1,0,5,TG,LXAWUIOWWNQCQA-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC)CCCCCCCC=CCC=CCCCCC,,19.0385,18.2579,13.7165,18.4505,17.8861,19.6888,19.1524,16.5588,19.1895,17.0799,18.9529,18.0174,19.9146,18.1004,14.4743,18.1014,19.1499,19.1026,19.3924,21.1816,17.4044,2.1517,2.448,1.8294,16.0195,12.1313,16.1524,15.7309,10.3492,55.01637:153 55.05408:253 57.06982:447 67.0554:224 69.07092:570 69.09145:34 71.08623:334 71.11568:10 77.03687:138 77.0583:11 79.05468:410 81.07005:655 81.10061:18 81.58762:11 83.08554:152 83.4882:17 93.06944:99 95.08588:807 97.06512:41 97.10212:340 97.13754:14 98.83091:50 99.08054:49 107.08432:140 109.09915:24 111.1162:46 119.08524:166 121.10176:528 121.52242:52 123.11727:224 125.1333:80 133.09862:38 135.11626:249 135.24915:21 136.96951:39 137.09669:29 137.13211:56 139.11446:96 145.10036:93 147.1161:173 149.13474:242 149.19083:21 151.14603:42 155.13693:41 159.11624:61 161.13048:41 163.14717:154 165.12643:56 175.15137:187 177.1651:77 183.11824:20 187.14902:81 189.16133:129 205.19403:55 207.20822:114 209.15398:35 213.16466:23 215.17928:51 217.18988:55 219.20999:344 219.48865:10 221.2179:32 228.51825:57 235.2065:49 237.22285:210 239.24074:135 241.19221:117 243.21251:536 243.25259:14 245.22684:519 247.22148:39 247.24316:15 249.18301:87 249.34116:39 261.22043:908 261.25961:33 261.28748:22 262.22131:27 263.23703:1226 264.24042:87 265.25336:69 265.39532:161 271.24359:159 275.19943:123 282.54337:33 289.25424:92 295.2406:78 295.26315:15 301.2536:16 303.27274:31 311.26138:160 313.27377:609 313.77353:50 317.24869:217 319.26059:355 322.13065:24 324.41833:18 327.3103:46 335.2605:90 337.27435:702 337.35098:10 338.25369:88 339.29257:297 349.24158:17 367.2886:32 377.26038:51 377.28116:13 383.33356:102 403.32022:68 403.36221:28 418.33777:50 419.3129:21 445.37247:65 459.37778:75 469.35883:43 491.23001:16 491.40298:101 496.76038:28 501.38577:40 501.42117:19 501.46002:54 503.40863:134 519.46918:56 525.4682:76 526.49707:17 527.48438:17 535.47418:43 537.45502:45 547.46289:54 549.48657:764 550.83295:30 551.50122:35 553.50079:105 554.44788:35 563.42737:15 563.49512:110 565.43994:52 571.46027:33 573.36139:71 573.48901:8145 573.62085:112 573.66339:24 573.73584:18 573.82111:50 573.9375:16 574.00983:16 574.04852:31 574.16315:70 574.3717:21 574.40637:18 574.49841:149 574.62128:28 574.6546:13 574.70087:30 574.98065:34 575.31305:15 575.37146:33 575.41486:48 575.50513:31863 575.66565:537 575.7923:15 575.83099:35 575.93085:33 576.00568:65 576.04126:127 576.11432:26 576.16382:55 576.20538:40 576.25299:46 576.27991:15 576.38861:50 576.46289:16 576.51227:724 576.65662:20 576.76471:55 576.86353:16 576.94379:37 577.02216:35 577.16547:38 577.26569:10 577.29913:15 577.33185:36 577.45679:10 577.52222:4943 577.76935:33 578.00934:44 578.52246:252 579.83252:19 580.37671:12 588.50958:48 598.49097:13 598.86005:46 598.92908:34 599.37146:26 599.42181:132 599.50543:15938 599.66742:147 599.72888:53 599.80487:62 599.87372:53 600.00995:41 600.09094:20 600.14752:18 600.1936:19 600.45209:16 600.51318:750 600.77649:16 600.80206:17 601.01233:31 601.23578:24 601.25385:25 601.33893:11 601.45618:20 601.52081:3895 601.63574:36 601.86755:11 602.10822:12 602.5199:255 602.59686:13 602.66089:12 602.90643:20 603.53876:487 603.63409:12 605.48022:24 609.60248:24 610.46008:44 615.50317:109 617.51929:75 617.55719:69 618.50989:135 619.53741:78 619.57031:90 624.05316:24 627.53345:155 632.69678:34 633.5127:57 637.55145:65 703.58832:47 727.48669:21 729.64478:16 730.24731:60 731.61511:80 733.64087:123 743.65729:129 757.6416:94 771.68805:33 785.7218:13 792.51587:68 795.68677:36 837.73834:261 838.44354:26 838.73547:67 855.74603:2709 855.96021:25 856.17212:36 856.30493:16 856.37561:26 856.53839:18 856.70374:104 856.74823:283 856.81079:49 856.94537:19 857.26086:24 872.77087:3053 872.8739:66 872.91583:24 873.08887:23 873.23059:27
460,pos_1947,Simple ID,,6,pos,1947,14.49,610.54639,[M+NH4]+,generic,Spectral DB search,DG 34:2|DG 16:0_18:2,8.3926,8.3926,Unknown,3,60,610.5464,[M+NH4]+,-1,0,5,DG,SVXWJFFKLMLOHO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)CO)CCCCCCCCCCCCCCC,,0.7905,0.9171,0.918,0.8712,0.7827,1.1992,0.9116,0.6898,1.034,0.7907,0.7727,0.9192,0.7635,0.8251,0.8605,0.9251,0.8393,0.6668,1.0476,0.157,0.3374,0.0804,0.1078,0.0624,0.787,0.8069,0.6936,0.716,0.7163,55.05474:162 55.12749:10 57.03128:77 57.03926:33 57.07061:173 59.05006:196 69.04545:53 70.06589:15 71.08641:373 79.0536:110 79.0901:19 81.06976:33 82.07393:161 82.09643:13 83.08553:89 93.0703:173 93.09373:11 95.08725:125 97.10029:58 107.08466:67 121.10108:183 123.11617:122 125.09746:29 132.04247:114 135.11676:44 137.13193:30 149.13194:86 163.14816:63 165.12653:72 165.16307:42 177.16917:58 203.1799:75 221.22595:75 245.22652:54 251.18311:24 263.23874:32 264.26871:127 311.46902:15 311.51208:19 313.27451:2998 313.31879:89 313.49051:40 313.58911:26 314.08173:37 314.2757:116 314.76849:23 319.26282:135 320.86359:32 337.27408:2056 337.34616:22 337.7558:15 337.93948:26 338.28082:141 339.29019:96 518.09808:38 575.50531:1878 576.50977:113 576.6225:27 577.74988:13 585.00031:64
461,pos_1738,Simple ID,,1,pos,1738,15.762,577.52002,[M+H]+,generic,C37H68O4,Cohibin C,5.7802,5.7802,Unknown,3,14,577.52,[M+H]+,576.5117607,-0.0009629,3.282,Annonaceous acetogenins,HVFRQLAWDLEDRL-FLFQWRMENA-N,O=C1OC(C=C1CCCCCCCCCCCCCCC(O)C(O)CCC=CCCCCCCCCCCCC)C,"HMDB=HMDB0035397,KNApSAcK=C00047030,ChEBI=CHEBI:134015,FooDB=FDB014072,BLEXP=BLEXPDB00101058964,COCONUT=CNP0085596",0.2696,0.2868,0.3904,0.2646,0.4109,0.384,0.323,0.2818,0.3708,0.3391,0.2953,0.317,0.1543,0.2766,0.3228,0.3026,0.3025,0.2302,0.2974,0.1467,0.3061,0.1518,0.2285,0.0988,0.2767,0.2754,0.1323,0.3018,0.2773,57.06915:78 85.10211:76 109.09925:121 239.23558:55 248.24544:65 265.25348:143 403.17731:37 425.20865:14 457.28568:141 577.48096:72 577.5199:2430 577.6825:30 577.76953:23 577.92517:10
462,pos_1952,Simple ID,Other possible annotated peaks for this cluster.,2,pos,1952,15.898,612.55811,[M+H]+,generic,Spectral DB search,DG 34:1|DG 16:0_18:1,8.3665,8.3665,Unknown,3,37,612.5581,[M+H]+,-1,0,5,DG,YEJYLHKQOBOSCP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCCCCCCCCCC,,0.0723,0.2842,0.0392,0.0472,0.0713,0.0411,0.0729,0.0391,0.0378,0.0586,0.0463,0.0419,0.0282,0.0349,0.0425,0.0594,0.0465,0.0607,0.0414,0.8282,0.7177,0.0481,0.0116,0.0773,0.0398,0.0295,0.0249,0.0294,0.0539,57.07018:190 81.06941:62 85.10355:168 97.0654:150 97.07671:32 97.09985:45 109.09984:235 123.11385:120 123.13584:20 155.14587:15 256.26376:110 296.0527:127 313.27325:3566 313.40378:47 313.56924:34 339.28949:3233 339.37097:58 339.55942:59 339.59723:62 339.67337:45 339.73117:11 339.75113:24 339.91086:52 340.07837:11 340.29584:191 576.79834:28 577.51929:4439 577.72382:41 577.75726:35 577.89996:22 577.99829:32 578.14166:19 579.37097:20 580.85889:48 590.42328:17 595.52515:179 612.05786:38
463,pos_1953,Simple ID,Other possible annotated peaks for this cluster.,2,pos,1953,15.678,612.55817,[M+NH4]+,generic,Spectral DB search,DG 34:1|DG 16:0_18:1,8.4524,8.4524,Unknown,3,44,612.5582,[M+NH4]+,-1,0,5,DG,YEJYLHKQOBOSCP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCCCCCCCCCC,,0.6512,0.3585,0.8806,0.6465,0.783,0.6958,0.7557,0.6055,0.8126,0.714,0.68,0.6853,0.7292,0.6039,0.7424,0.6998,0.6817,0.5494,0.6907,0.0845,0.2184,0.0702,0.0668,0.1286,0.6368,0.6359,0.5962,0.6817,0.6241,67.05326:134 69.0683:88 107.17899:17 109.10035:105 123.83465:16 134.11368:27 137.13148:55 137.14922:37 161.1295:102 191.17375:26 265.24881:47 265.48404:22 313.27429:5341 313.44061:16 313.52994:32 313.60013:12 313.75064:18 313.89011:14 314.05026:39 314.27405:73 314.29791:16 314.45694:30 331.28586:136 338.93695:22 339.29001:5096 339.36551:44 339.76685:11 340.14188:12 340.29742:202 340.34677:31 340.67343:27 340.94748:28 577.51965:5085 577.66119:27 577.75726:11 577.93939:55 578.17163:22 578.26703:48 578.52264:138 578.82269:12 579.34772:33 595.5246:56 596.80975:42 612.56195:109
464,pos_1919,Unknown compound,,3,pos,1919,23.486,605.5517,[M+H+NH4]+,,,,,,,,,,,,,,,,,,0.6604,0.3465,0.9953,1.1882,1.2684,0.8651,1.1433,0.9631,1.8012,1.1338,0.9904,1.0172,1.1866,1.3897,0.9814,0.6811,1.0139,0.8847,0.8964,1.4863,0.7752,0.0449,0.0623,0.0333,0.635,1.0013,0.9128,0.7749,0.957,69.06593:72 75.55762:44 78.6897:47 81.06953:77 83.08508:257 85.10046:216 85.13453:10 97.10286:156 121.10269:18 165.16336:16 265.25293:57 341.30347:50 605.55292:5876 605.76288:25 605.78961:29 605.89056:24
465,pos_4790,Simple ID,,14,pos,4790,11.406,1564.13306,[2M+H]+,generic,C44H80NO8P,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))",6.4867,6.4867,Unknown,3,64,1564.133,[2M+H]+,781.5621552,-0.0009809,2.663,Phosphatidylcholines,AHEPKIJTHGCAOA-KEPRVZTLSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCC=CCC,"HMDB=HMDB0008202,ChEBI=CHEBI:89437,YMDB=YMDB02003,FooDB=FDB025392,BMDB=BMDB08202,LipidMAPS=LMGP01012178,Urine=HMDB0008202,Saliva=HMDB0008202,Serum=HMDB0008202,COCONUT=CNP0185960",0.6728,0.8012,0.857,0.928,1.0325,1.0656,0.8311,0.9522,0.8167,0.9332,0.8007,1.0292,1.0352,1.0457,1.0005,0.8443,0.8571,0.7755,0.9503,0.7249,0.8607,0,0,0,1.1576,1.08,1.1025,0.9954,1.0403,60.08012:127 86.09693:727 98.27837:15 98.98271:61 104.10821:264 106.87022:24 125.00084:347 146.97963:132 184.07352:22292 184.18427:37 184.23972:15 184.26804:16 184.28783:55 184.31564:101 184.40018:15 184.44279:22 184.49934:10 184.53252:39 184.56543:23 184.63158:18 184.98123:19 185.07614:218 185.65788:20 188.92584:16 196.07457:50 198.0882:374 198.23537:13 199.25929:10 262.4064:22 373.05872:11 478.32651:74 496.28128:36 526.32745:66 527.04504:19 559.6792:22 622.49164:34 697.47253:89 704.36011:27 724.33978:30 746.4726:34 780.56146:40 781.83148:18 782.50482:90 782.56989:4554 782.68518:44 782.99103:35 783.02936:11 783.21283:20 783.29053:22 783.56488:170 783.64008:18 783.68079:12 784.96484:24 793.19525:32 796.58899:226 797.7934:18 805.547:31 868.81274:29 906.56842:56 1172.83569:57 1184.81995:69 1563.61816:17 1564.12561:301 1564.63379:62
